dbms,label,iteration,execution_time,response_time
aquery,onepercent_index,5,0.021000,0.133000
aquery,onepercent_index,6,0.020000,0.130000
aquery,onepercent_index,7,0.020000,0.130000
aquery,onepercent_index,8,0.019000,0.132000
aquery,onepercent_index,9,0.019000,0.128000
aquery,onepercent_index,10,0.019000,0.127000
aquery,onepercent_index,11,0.021000,0.133000
aquery,onepercent_scan,1,0.021000,0.133000
aquery,onepercent_scan,2,0.020000,0.125000
aquery,onepercent_scan,3,0.019000,0.130000
aquery,onepercent_scan,4,0.019000,0.129000
aquery,onepercent_scan,5,0.019000,0.132000
aquery,onepercent_scan,6,0.019000,0.127000
aquery,onepercent_scan,7,0.023000,0.219000
aquery,onepercent_scan,8,0.021000,0.131000
aquery,onepercent_scan,9,0.021000,0.133000
aquery,onepercent_scan,10,0.019000,0.130000
aquery,onepercent_scan,11,0.018000,0.128000
aquery,fivepercent_index,1,0.016000,0.124000
aquery,fivepercent_index,2,0.019000,0.126000
aquery,fivepercent_index,3,0.018000,0.125000
aquery,fivepercent_index,4,0.022000,0.251000
aquery,fivepercent_index,5,0.021000,0.139000
aquery,fivepercent_index,6,0.020000,0.134000
aquery,fivepercent_index,7,0.020000,0.128000
aquery,fivepercent_index,8,0.020000,0.153000
aquery,fivepercent_index,9,0.022000,0.135000
aquery,fivepercent_index,10,0.021000,0.136000
aquery,fivepercent_index,11,0.019000,0.132000
aquery,fivepercent_scan,1,0.018000,0.129000
aquery,fivepercent_scan,2,0.021000,0.132000
aquery,fivepercent_scan,3,0.019000,0.130000
aquery,fivepercent_scan,4,0.020000,0.160000
aquery,fivepercent_scan,5,0.020000,0.152000
aquery,fivepercent_scan,6,0.021000,0.129000
aquery,fivepercent_scan,7,0.020000,0.132000
aquery,fivepercent_scan,8,0.021000,0.134000
aquery,fivepercent_scan,9,0.018000,0.125000
aquery,fivepercent_scan,10,0.018000,0.128000
aquery,fivepercent_scan,11,0.021000,0.134000
aquery,tenpercent_index,1,0.019000,0.135000
aquery,tenpercent_index,2,0.019000,0.212000
aquery,tenpercent_index,3,0.022000,0.156000
aquery,tenpercent_index,4,0.023000,0.134000
aquery,tenpercent_index,5,0.020000,0.131000
aquery,tenpercent_index,6,0.022000,0.134000
aquery,tenpercent_index,7,0.020000,0.128000
aquery,tenpercent_index,8,0.022000,0.215000
aquery,tenpercent_index,9,0.022000,0.130000
aquery,tenpercent_index,10,0.020000,0.209000
aquery,tenpercent_index,11,0.022000,0.135000
aquery,tenpercent_scan,1,0.020000,0.127000
aquery,tenpercent_scan,2,0.020000,0.133000
aquery,tenpercent_scan,3,0.018000,0.126000
aquery,tenpercent_scan,4,0.019000,0.136000
aquery,tenpercent_scan,5,0.023000,0.138000
aquery,tenpercent_scan,6,0.018000,0.132000
aquery,tenpercent_scan,7,0.019000,0.131000
aquery,tenpercent_scan,8,0.020000,0.217000
aquery,tenpercent_scan,9,0.024000,0.217000
aquery,tenpercent_scan,10,0.021000,0.131000
aquery,tenpercent_scan,11,0.019000,0.130000
aquery,twentypercent_index,1,0.019000,0.128000
aquery,twentypercent_index,2,0.021000,0.132000
aquery,twentypercent_index,3,0.020000,0.127000
aquery,twentypercent_index,4,0.023000,0.215000
aquery,twentypercent_index,5,0.021000,0.127000
aquery,twentypercent_index,6,0.020000,0.132000
aquery,twentypercent_index,7,0.024000,0.187000
aquery,twentypercent_index,8,0.022000,0.138000
aquery,twentypercent_index,9,0.018000,0.136000
aquery,twentypercent_index,10,0.020000,0.127000
aquery,twentypercent_index,11,0.021000,0.129000
aquery,twentypercent_scan,1,0.020000,0.127000
aquery,twentypercent_scan,2,0.019000,0.126000
aquery,twentypercent_scan,3,0.022000,0.220000
